priorityIndex,batch,term,canonicalTerm,valueTier,recommendedTier,learningPriority,contentCategory,frequency,score,sourceStatus,sourceGlobalIndex,wordList,unit,unitIndex,sourceOccurrences,audioFile,start,end
173,1,psychiatric,psychiatric,receptive,active,high,health-safety,3.87,3.87,ready,1175,3,2,88,1,ysgpc/Word List3/Word List3-Unit2.mp3,237.32,238.24
174,1,symptom,symptom,receptive,active,high,health-safety,3.64,3.64,ready,1440,3,5,56,1,ysgpc/Word List3/Word List3-Unit5.mp3,154.63,155.19
175,1,vaccine,vaccine,active,active,high,health-safety,4.0,4.0,ready,2072,5,1,95,1,ysgpc/Word List5/Word List5-Unit1.mp3,256.0,256.63
176,1,ventilation,ventilation,receptive,active,high,health-safety,3.6,3.6,ready,3088,7,2,20,1,ysgpc/Word List7/Word List7-Unit2.mp3,58.51,59.28
177,1,vegetarian,vegetarian,receptive,active,high,health-safety,3.78,3.78,ready,429,1,5,33,1,ysgpc/Word List1/Word List1-Unit5.mp3,92.68,93.52
178,1,hazard,hazard,receptive,active,high,health-safety,3.98,3.98,ready,2339,5,4,64,1,ysgpc/Word List5/Word List5-Unit4.mp3,173.72,174.16
179,1,harmful,harmful,receptive,active,high,health-safety,3.97,3.97,ready,3164,7,2,96,1,ysgpc/Word List7/Word List7-Unit2.mp3,259.84,260.36
180,1,distress,distress,receptive,active,high,health-safety,3.95,3.95,ready,1618,4,2,35,1,ysgpc/Word List4/Word List4-Unit2.mp3,100.02,100.68
181,1,awareness,awareness,active,active,high,community-environment,4.44,4.44,ready,1785,4,4,6,1,ysgpc/Word List4/Word List4-Unit4.mp3,20.59,21.26
182,1,climate,climate,active,active,high,community-environment,4.71,4.71,ready,2377,5,5,4,1,ysgpc/Word List5/Word List5-Unit5.mp3,15.24,15.79
183,1,congestion,congestion,receptive,active,high,community-environment,3.66,3.66,ready,2178,5,3,2,1,ysgpc/Word List5/Word List5-Unit3.mp3,10.84,11.56
184,1,construct,construct,receptive,active,high,community-environment,3.98,3.98,ready,781,2,3,88,1,ysgpc/Word List2/Word List2-Unit3.mp3,239.59,240.27
185,1,ecology,ecology,receptive,active,high,community-environment,3.74,3.74,ready,431,1,5,35,1,ysgpc/Word List1/Word List1-Unit5.mp3,98.29,98.94
186,1,ecosystem,ecosystem,receptive,active,high,community-environment,3.78,3.78,ready,1406,3,5,22,1,ysgpc/Word List3/Word List3-Unit5.mp3,62.42,63.17
187,1,erosion,erosion,receptive,active,high,community-environment,3.64,3.64,ready,1815,4,4,36,1,ysgpc/Word List4/Word List4-Unit4.mp3,99.21,99.83
188,1,intersection,intersection,receptive,active,high,community-environment,3.88,3.88,ready,1524,4,1,41,1,ysgpc/Word List4/Word List4-Unit1.mp3,113.44,114.25
189,1,landfill,landfill,receptive,active,high,community-environment,3.35,3.35,ready,1476,3,5,92,1,ysgpc/Word List3/Word List3-Unit5.mp3,249.35,249.96
190,1,litter,litter,receptive,active,high,community-environment,3.71,3.71,ready,3336,7,4,73,1,ysgpc/Word List7/Word List7-Unit4.mp3,195.99,196.42
191,1,neighboring,neighboring,receptive,active,high,community-environment,3.87,3.87,ready,737,2,3,44,1,ysgpc/Word List2/Word List2-Unit3.mp3,123.0,123.62
192,1,renewable,renewable,receptive,active,high,community-environment,3.91,3.91,ready,2293,5,4,18,1,ysgpc/Word List5/Word List5-Unit4.mp3,52.05,52.63
193,1,urban,urban,active,active,high,community-environment,4.65,4.65,ready,930,2,5,39,1,ysgpc/Word List2/Word List2-Unit5.mp3,108.97,109.43
194,1,welfare,welfare,active,active,high,community-environment,4.43,4.43,ready,1220,3,3,34,1,ysgpc/Word List3/Word List3-Unit3.mp3,93.85,94.39
195,1,drought,drought,receptive,active,high,community-environment,3.9,3.9,ready,2187,5,3,11,1,ysgpc/Word List5/Word List5-Unit3.mp3,34.7,35.16
196,1,flood,flood,active,active,high,community-environment,4.34,4.34,ready,2685,6,3,13,1,ysgpc/Word List6/Word List6-Unit3.mp3,39.12,39.57
197,1,habitat,habitat,receptive,active,high,community-environment,3.98,3.98,ready,2020,5,1,43,1,ysgpc/Word List5/Word List5-Unit1.mp3,119.41,120.04
198,1,landlord,landlord,receptive,active,high,community-environment,3.89,4.54,ready,2578,6,2,5,1,ysgpc/Word List6/Word List6-Unit2.mp3,17.95,18.6
199,1,apparent,apparent,active,receptive,high,communication-reading,4.32,4.32,ready,1037,3,1,49,2,ysgpc/Word List3/Word List3-Unit1.mp3,132.33,132.93
200,1,aspect,aspect,active,receptive,high,communication-reading,4.41,4.41,ready,2692,6,3,20,1,ysgpc/Word List6/Word List6-Unit3.mp3,57.73,58.33
201,2,out,out,active,,medium,,6.38,6.38,ready,514,2,1,19,1,ysgpc/Word List2/Word List2-Unit1.mp3,55.71,56.49
202,2,look,look,active,,medium,,5.81,5.81,ready,1022,3,1,34,1,ysgpc/Word List3/Word List3-Unit1.mp3,93.41,93.92
203,2,must,must,active,,medium,,5.68,5.68,ready,1186,3,2,99,1,ysgpc/Word List3/Word List3-Unit2.mp3,266.71,267.25
204,2,four,four,active,,medium,,5.53,5.53,ready,142,1,2,41,1,ysgpc/Word List1/Word List1-Unit2.mp3,113.74,114.12
205,2,based,based,active,,medium,,5.51,5.51,ready,616,2,2,22,1,ysgpc/Word List2/Word List2-Unit2.mp3,63.56,64.02
206,2,court,court,active,,medium,,5.41,5.41,ready,642,2,2,48,1,ysgpc/Word List2/Word List2-Unit2.mp3,132.05,132.55
207,2,deal,deal,active,,medium,,5.32,5.32,ready,3417,7,5,55,1,ysgpc/Word List7/Word List7-Unit5.mp3,150.41,150.76
208,2,heard,heard,active,,medium,,5.27,5.27,ready,137,1,2,36,1,ysgpc/Word List1/Word List1-Unit2.mp3,100.91,101.38
209,2,force,force,active,,medium,,5.23,5.23,ready,1709,4,3,28,1,ysgpc/Word List4/Word List4-Unit3.mp3,78.17,78.69
210,2,lead,lead,active,,medium,,5.2,5.2,ready,241,1,3,41,1,ysgpc/Word List1/Word List1-Unit3.mp3,114.87,115.37
211,2,military,military,active,,medium,,5.2,5.2,ready,935,2,5,44,1,ysgpc/Word List2/Word List2-Unit5.mp3,121.81,122.34
212,2,dead,dead,active,,medium,,5.19,5.19,ready,2192,5,3,16,1,ysgpc/Word List5/Word List5-Unit3.mp3,47.93,48.22
213,2,couple,couple,active,,medium,,5.19,5.19,ready,2908,6,5,38,1,ysgpc/Word List6/Word List6-Unit5.mp3,103.65,104.06
214,2,press,press,active,,medium,,5.16,5.16,ready,3023,7,1,54,1,ysgpc/Word List7/Word List7-Unit1.mp3,145.73,146.18
215,2,follow,follow,active,,medium,,5.14,5.14,ready,1744,4,3,63,1,ysgpc/Word List4/Word List4-Unit3.mp3,169.33,169.69
216,2,league,league,active,,medium,,5.13,5.13,ready,645,2,2,51,1,ysgpc/Word List2/Word List2-Unit2.mp3,139.65,140.13
217,2,federal,federal,active,,medium,,5.13,5.13,ready,1688,4,3,7,1,ysgpc/Word List4/Word List4-Unit3.mp3,23.01,23.48
218,2,character,character,active,,medium,,5.11,5.11,ready,1628,4,2,45,1,ysgpc/Word List4/Word List4-Unit2.mp3,126.44,127.02
219,2,lord,lord,active,,medium,,5.1,5.1,ready,2030,5,1,53,1,ysgpc/Word List5/Word List5-Unit1.mp3,145.36,145.81
220,2,poor,poor,active,,medium,,5.09,5.09,ready,1001,3,1,13,1,ysgpc/Word List3/Word List3-Unit1.mp3,38.94,39.3
221,2,entire,entire,active,,medium,,5.09,5.09,ready,2992,7,1,23,1,ysgpc/Word List7/Word List7-Unit1.mp3,65.76,66.36
222,2,race,race,active,,medium,,5.08,5.08,ready,1017,3,1,29,1,ysgpc/Word List3/Word List3-Unit1.mp3,80.37,80.83
223,2,die,die,active,,medium,,5.07,5.07,ready,3369,7,5,7,1,ysgpc/Word List7/Word List7-Unit5.mp3,24.04,24.36
224,2,sea,sea,active,,medium,,5.06,5.06,ready,2929,6,5,59,1,ysgpc/Word List6/Word List6-Unit5.mp3,159.42,160.06
225,2,provided,provided,active,,medium,,5.02,5.02,ready,16,1,1,16,1,ysgpc/Word List1/Word List1-Unit1.mp3,45.53,46.15
226,2,album,album,active,,medium,,5.02,5.02,ready,1932,4,5,54,1,ysgpc/Word List4/Word List4-Unit5.mp3,151.28,151.77
227,2,despite,despite,active,,medium,,5.0,5.0,ready,1012,3,1,24,1,ysgpc/Word List3/Word List3-Unit1.mp3,67.16,67.73
228,2,particular,particular,active,,medium,,5.0,5.0,ready,1803,4,4,24,1,ysgpc/Word List4/Word List4-Unit4.mp3,68.03,68.62
229,2,leading,leading,active,,medium,,5.0,5.0,ready,2765,6,3,93,1,ysgpc/Word List6/Word List6-Unit3.mp3,251.15,251.67
230,2,join,join,active,,medium,,5.0,5.0,ready,3292,7,4,29,1,ysgpc/Word List7/Word List7-Unit4.mp3,80.83,81.28
231,2,feet,feet,active,,medium,,4.99,4.99,ready,1540,4,1,57,1,ysgpc/Word List4/Word List4-Unit1.mp3,156.44,156.86
232,2,fair,fair,active,,medium,,4.99,4.99,ready,2899,6,5,29,1,ysgpc/Word List6/Word List6-Unit5.mp3,80.35,80.75
233,2,consider,consider,active,,medium,,4.99,4.99,ready,3110,7,2,42,1,ysgpc/Word List7/Word List7-Unit2.mp3,117.25,117.81
234,2,beyond,beyond,active,,medium,,4.98,4.98,ready,2780,6,4,9,1,ysgpc/Word List6/Word List6-Unit4.mp3,29.17,29.73
235,2,movement,movement,active,,medium,,4.97,4.97,ready,875,2,4,83,1,ysgpc/Word List2/Word List2-Unit4.mp3,223.09,223.69
236,2,episode,episode,active,,medium,,4.97,4.97,ready,1101,3,2,14,1,ysgpc/Word List3/Word List3-Unit2.mp3,42.22,42.8
237,2,justice,justice,active,,medium,,4.97,4.97,ready,2244,5,3,68,1,ysgpc/Word List5/Word List5-Unit3.mp3,183.99,184.6
238,2,fear,fear,active,,medium,,4.95,4.95,ready,148,1,2,47,1,ysgpc/Word List1/Word List1-Unit2.mp3,128.99,129.46
239,2,generally,generally,active,,medium,,4.95,4.95,ready,2104,5,2,27,1,ysgpc/Word List5/Word List5-Unit2.mp3,75.66,76.18
240,2,judge,judge,active,,medium,,4.95,4.95,ready,3024,7,1,55,1,ysgpc/Word List7/Word List7-Unit1.mp3,148.26,148.68
241,2,floor,floor,active,,medium,,4.94,4.94,ready,2466,5,5,93,1,ysgpc/Word List5/Word List5-Unit5.mp3,252.33,252.8
242,2,wonder,wonder,active,,medium,,4.93,4.93,ready,361,1,4,62,2,ysgpc/Word List1/Word List1-Unit4.mp3,169.13,169.66
243,2,independent,independent,active,,medium,,4.93,4.93,ready,649,2,2,55,1,ysgpc/Word List2/Word List2-Unit2.mp3,150.01,150.81
244,2,awesome,awesome,active,,medium,,4.92,4.92,ready,151,1,2,50,1,ysgpc/Word List1/Word List1-Unit2.mp3,136.77,137.29
245,2,effort,effort,active,,medium,,4.92,4.92,ready,648,2,2,54,1,ysgpc/Word List2/Word List2-Unit2.mp3,147.49,147.95
246,2,imagine,imagine,active,,medium,,4.92,4.92,ready,1373,3,4,88,1,ysgpc/Word List3/Word List3-Unit4.mp3,238.07,238.61
247,2,multiple,multiple,active,,medium,,4.92,4.92,ready,1797,4,4,18,1,ysgpc/Word List4/Word List4-Unit4.mp3,52.14,52.71
248,2,latest,latest,active,,medium,,4.92,4.92,ready,1883,4,5,5,1,ysgpc/Word List4/Word List4-Unit5.mp3,18.37,19.02
249,2,grand,grand,active,,medium,,4.91,4.91,ready,960,2,5,69,1,ysgpc/Word List2/Word List2-Unit5.mp3,188.42,188.91
250,2,doubt,doubt,active,,medium,,4.9,4.9,ready,1842,4,4,63,1,ysgpc/Word List4/Word List4-Unit4.mp3,171.44,171.82
251,2,holy,holy,active,,medium,,4.88,4.88,ready,3431,7,5,69,1,ysgpc/Word List7/Word List7-Unit5.mp3,187.13,187.56
252,2,mass,mass,active,,medium,,4.87,4.87,ready,2391,5,5,18,1,ysgpc/Word List5/Word List5-Unit5.mp3,52.79,53.35
253,2,meaning,meaning,active,,medium,,4.87,4.87,ready,2396,5,5,23,1,ysgpc/Word List5/Word List5-Unit5.mp3,65.98,66.5
254,2,murder,murder,active,,medium,,4.86,4.86,ready,534,2,1,39,1,ysgpc/Word List2/Word List2-Unit1.mp3,109.15,109.65
255,2,division,division,active,,medium,,4.86,4.86,ready,786,2,3,93,1,ysgpc/Word List2/Word List2-Unit3.mp3,252.9,253.44
256,2,mobile,mobile,active,,medium,,4.85,4.85,ready,1505,4,1,22,1,ysgpc/Word List4/Word List4-Unit1.mp3,63.36,63.94
257,2,actual,actual,active,,medium,,4.85,4.85,ready,1904,4,5,26,1,ysgpc/Word List4/Word List4-Unit5.mp3,75.09,75.61
258,2,prior,prior,active,,medium,,4.85,4.85,ready,2040,5,1,63,1,ysgpc/Word List5/Word List5-Unit1.mp3,171.75,172.17
259,2,accept,accept,active,,medium,,4.85,4.85,ready,2708,6,3,36,1,ysgpc/Word List6/Word List6-Unit3.mp3,99.67,100.3
260,2,bottom,bottom,active,,medium,,4.84,4.84,ready,152,1,2,51,1,ysgpc/Word List1/Word List1-Unit2.mp3,139.29,139.71
261,2,fourth,fourth,active,,medium,,4.83,4.83,ready,510,2,1,15,1,ysgpc/Word List2/Word List2-Unit1.mp3,45.07,45.66
262,2,brand,brand,active,,medium,,4.83,4.83,ready,1295,3,4,10,1,ysgpc/Word List3/Word List3-Unit4.mp3,32.36,32.83
263,2,realize,realise,active,,medium,,4.83,4.83,ready,2289,5,4,14,1,ysgpc/Word List5/Word List5-Unit4.mp3,41.64,42.35
264,2,separate,separate,active,,medium,,4.83,4.83,ready,2615,6,2,42,1,ysgpc/Word List6/Word List6-Unit2.mp3,115.75,116.37
265,2,fashion,fashion,active,,medium,,4.82,4.82,ready,2367,5,4,92,1,ysgpc/Word List5/Word List5-Unit4.mp3,247.59,248.13
266,2,gain,gain,active,,medium,,4.81,4.81,ready,1157,3,2,70,1,ysgpc/Word List3/Word List3-Unit2.mp3,191.13,191.51
267,2,foundation,foundation,active,,medium,,4.81,4.81,ready,1414,3,5,30,1,ysgpc/Word List3/Word List3-Unit5.mp3,83.48,84.14
268,2,becoming,becoming,active,,medium,,4.81,4.81,ready,1480,3,5,96,1,ysgpc/Word List3/Word List3-Unit5.mp3,260.07,260.59
269,2,draw,draw,active,,medium,,4.81,4.81,ready,2545,6,1,72,1,ysgpc/Word List6/Word List6-Unit1.mp3,194.14,194.55
270,2,weird,weird,active,,medium,,4.81,4.81,ready,2709,6,3,37,1,ysgpc/Word List6/Word List6-Unit3.mp3,102.32,102.84
271,2,bet,bet,active,,medium,,4.79,4.79,ready,146,1,2,45,1,ysgpc/Word List1/Word List1-Unit2.mp3,123.78,124.16
272,2,indeed,indeed,active,,medium,,4.79,4.79,ready,652,2,2,58,1,ysgpc/Word List2/Word List2-Unit2.mp3,158.2,158.82
273,2,cast,cast,active,,medium,,4.79,4.79,ready,2126,5,2,49,1,ysgpc/Word List5/Word List5-Unit2.mp3,132.45,132.97
274,2,host,host,active,,medium,,4.77,4.77,ready,100,1,1,100,1,ysgpc/Word List1/Word List1-Unit1.mp3,264.72,265.21
275,2,journal,journal,active,,medium,,4.77,4.77,ready,275,1,3,75,1,ysgpc/Word List1/Word List1-Unit3.mp3,205.86,206.36
276,2,leadership,leadership,active,,medium,,4.77,4.77,ready,459,1,5,63,1,ysgpc/Word List1/Word List1-Unit5.mp3,173.31,173.99
277,2,labor,labor,active,,medium,,4.77,4.77,ready,804,2,4,12,1,ysgpc/Word List2/Word List2-Unit4.mp3,36.17,36.68
278,2,concept,concept,active,,medium,,4.77,4.77,ready,1746,4,3,65,1,ysgpc/Word List4/Word List4-Unit3.mp3,174.28,174.91
279,2,fellow,fellow,active,,medium,,4.76,4.76,ready,342,1,4,43,1,ysgpc/Word List1/Word List1-Unit4.mp3,119.51,120.0
280,2,magic,magic,active,,medium,,4.76,4.76,ready,1256,3,3,70,1,ysgpc/Word List3/Word List3-Unit3.mp3,188.62,189.19
281,2,raise,raise,active,,medium,,4.75,4.75,ready,882,2,4,90,1,ysgpc/Word List2/Word List2-Unit4.mp3,241.68,242.2
282,2,develop,develop,active,,medium,,4.75,4.75,ready,1007,3,1,19,1,ysgpc/Word List3/Word List3-Unit1.mp3,54.22,54.72
283,2,unique,unique,active,,medium,,4.75,4.75,ready,1738,4,3,57,1,ysgpc/Word List4/Word List4-Unit3.mp3,153.3,153.81
284,2,frank,frank,active,,medium,,4.75,4.75,ready,2228,5,3,52,1,ysgpc/Word List5/Word List5-Unit3.mp3,142.4,142.9
285,2,violence,violence,active,,medium,,4.75,4.75,ready,3144,7,2,76,1,ysgpc/Word List7/Word List7-Unit2.mp3,207.17,207.86
286,2,evil,evil,active,,medium,,4.74,4.74,ready,758,2,3,65,1,ysgpc/Word List2/Word List2-Unit3.mp3,178.77,179.2
287,2,excellent,excellent,active,,medium,,4.73,4.73,ready,63,1,1,63,1,ysgpc/Word List1/Word List1-Unit1.mp3,168.06,168.69
288,2,stress,stress,active,,medium,,4.73,4.73,ready,574,2,1,79,1,ysgpc/Word List2/Word List2-Unit1.mp3,214.92,215.56
289,2,honest,honest,active,,medium,,4.73,4.73,ready,853,2,4,61,1,ysgpc/Word List2/Word List2-Unit4.mp3,165.19,165.7
290,2,nuclear,nuclear,active,,medium,,4.73,4.73,ready,2634,6,2,61,1,ysgpc/Word List6/Word List6-Unit2.mp3,166.35,166.99
291,2,festival,festival,active,,medium,,4.72,4.72,ready,323,1,4,24,1,ysgpc/Word List1/Word List1-Unit4.mp3,68.68,69.28
292,2,electric,electric,active,,medium,,4.72,4.72,ready,1008,3,1,20,1,ysgpc/Word List3/Word List3-Unit1.mp3,56.78,57.41
293,2,proper,proper,active,,medium,,4.72,4.72,ready,2517,6,1,44,1,ysgpc/Word List6/Word List6-Unit1.mp3,121.45,121.86
294,2,massive,massive,active,,medium,,4.72,4.72,ready,2651,6,2,78,1,ysgpc/Word List6/Word List6-Unit2.mp3,211.16,211.74
295,2,rain,rain,active,,medium,,4.71,4.71,ready,224,1,3,24,1,ysgpc/Word List1/Word List1-Unit3.mp3,68.88,69.35
296,2,joint,joint,active,,medium,,4.71,4.71,ready,2322,5,4,47,1,ysgpc/Word List5/Word List5-Unit4.mp3,129.08,129.49
297,2,command,command,active,,medium,,4.7,4.7,ready,1080,3,1,92,1,ysgpc/Word List3/Word List3-Unit1.mp3,246.41,246.97
298,2,crew,crew,active,,medium,,4.7,4.7,ready,1511,4,1,28,1,ysgpc/Word List4/Word List4-Unit1.mp3,79.48,79.87
299,2,arts,arts,active,,medium,,4.7,4.7,ready,2425,5,5,52,1,ysgpc/Word List5/Word List5-Unit5.mp3,144.02,144.55
300,2,crowd,crowd,active,,medium,,4.7,4.7,ready,2573,6,1,100,1,ysgpc/Word List6/Word List6-Unit1.mp3,268.65,269.22
301,2,honor,honor,active,,medium,,4.69,4.69,ready,2227,5,3,51,1,ysgpc/Word List5/Word List5-Unit3.mp3,140.02,140.35
302,2,noted,noted,active,,medium,,4.69,4.69,ready,2501,6,1,28,1,ysgpc/Word List6/Word List6-Unit1.mp3,79.06,79.58
303,2,illegal,illegal,active,,medium,,4.68,4.68,ready,658,2,2,64,1,ysgpc/Word List2/Word List2-Unit2.mp3,174.04,174.62
304,2,ancient,ancient,active,,medium,,4.68,4.68,ready,1297,3,4,12,1,ysgpc/Word List3/Word List3-Unit4.mp3,37.9,38.48
305,2,flow,flow,active,,medium,,4.68,4.68,ready,1299,3,4,14,1,ysgpc/Word List3/Word List3-Unit4.mp3,43.13,43.61
306,2,express,express,active,,medium,,4.68,4.68,ready,3251,7,3,86,1,ysgpc/Word List7/Word List7-Unit3.mp3,234.64,235.34
307,2,drama,drama,active,,medium,,4.67,4.67,ready,330,1,4,31,1,ysgpc/Word List1/Word List1-Unit4.mp3,87.3,87.8
308,2,era,era,active,,medium,,4.67,4.67,ready,475,1,5,79,1,ysgpc/Word List1/Word List1-Unit5.mp3,216.22,216.61
309,2,grown,grown,active,,medium,,4.67,4.67,ready,2128,5,2,51,1,ysgpc/Word List5/Word List5-Unit2.mp3,137.7,138.17
310,2,feed,feed,active,,medium,,4.67,4.67,ready,2239,5,3,63,1,ysgpc/Word List5/Word List5-Unit3.mp3,171.37,171.83
311,2,platform,platform,active,,medium,,4.67,4.67,ready,2850,6,4,79,1,ysgpc/Word List6/Word List6-Unit4.mp3,213.64,214.22
312,2,device,device,active,,medium,,4.67,4.67,ready,3002,7,1,33,1,ysgpc/Word List7/Word List7-Unit1.mp3,91.84,92.38
313,2,perform,perform,active,,medium,,4.66,4.66,ready,352,1,4,53,1,ysgpc/Word List1/Word List1-Unit4.mp3,145.48,146.0
314,2,pack,pack,active,,medium,,4.66,4.66,ready,3011,7,1,42,1,ysgpc/Word List7/Word List7-Unit1.mp3,114.98,115.34
315,2,fake,fake,active,,medium,,4.65,4.65,ready,1663,4,2,80,1,ysgpc/Word List4/Word List4-Unit2.mp3,219.74,220.18
316,2,split,split,active,,medium,,4.65,4.65,ready,1741,4,3,60,1,ysgpc/Word List4/Word List4-Unit3.mp3,161.2,161.76
317,2,chain,chain,active,,medium,,4.65,4.65,ready,1933,4,5,55,1,ysgpc/Word List4/Word List4-Unit5.mp3,153.85,154.31
318,2,numerous,numerous,active,,medium,,4.65,4.65,ready,2758,6,3,86,1,ysgpc/Word List6/Word List6-Unit3.mp3,232.62,233.27
319,2,debate,debate,active,,medium,,4.64,4.64,ready,193,1,2,92,1,ysgpc/Word List1/Word List1-Unit2.mp3,248.48,248.95
320,2,revenue,revenue,active,,medium,,4.64,4.64,ready,201,1,3,1,1,ysgpc/Word List1/Word List1-Unit3.mp3,7.2,7.74
321,2,fault,fault,active,,medium,,4.64,4.64,ready,572,2,1,77,1,ysgpc/Word List2/Word List2-Unit1.mp3,209.97,210.41
322,2,besides,besides,active,,medium,,4.63,4.63,ready,839,2,4,47,1,ysgpc/Word List2/Word List2-Unit4.mp3,127.81,128.47
323,2,ministry,ministry,active,,medium,,4.63,4.63,ready,1636,4,2,53,1,ysgpc/Word List4/Word List4-Unit2.mp3,147.59,148.22
324,2,incredible,incredible,active,,medium,,4.63,4.63,ready,1653,4,2,70,1,ysgpc/Word List4/Word List4-Unit2.mp3,193.33,193.95
325,2,vision,vision,active,,medium,,4.63,4.63,ready,3060,7,1,91,1,ysgpc/Word List7/Word List7-Unit1.mp3,242.89,243.37
326,2,blame,blame,active,,medium,,4.63,4.63,ready,3351,7,4,88,1,ysgpc/Word List7/Word List7-Unit4.mp3,236.16,236.6
327,2,jail,jail,active,,medium,,4.62,4.62,ready,1677,4,2,94,1,ysgpc/Word List4/Word List4-Unit2.mp3,256.0,256.4
328,2,giant,giant,active,,medium,,4.62,4.62,ready,1763,4,3,82,1,ysgpc/Word List4/Word List4-Unit3.mp3,219.65,220.2
329,2,minor,minor,active,,medium,,4.62,4.62,ready,2630,6,2,57,1,ysgpc/Word List6/Word List6-Unit2.mp3,155.81,156.29
330,2,largely,largely,active,,medium,,4.61,4.61,ready,538,2,1,43,1,ysgpc/Word List2/Word List2-Unit1.mp3,119.58,120.19
331,2,assembly,assembly,active,,medium,,4.61,4.61,ready,3063,7,1,94,1,ysgpc/Word List7/Word List7-Unit1.mp3,250.83,251.42
332,2,upset,upset,active,,medium,,4.61,4.61,ready,3087,7,2,19,1,ysgpc/Word List7/Word List7-Unit2.mp3,55.83,56.42
333,2,draft,draft,active,,medium,,4.61,4.61,ready,3172,7,3,7,1,ysgpc/Word List7/Word List7-Unit3.mp3,23.04,23.58
334,2,maximum,maximum,active,,medium,,4.6,4.6,ready,279,1,3,79,1,ysgpc/Word List1/Word List1-Unit3.mp3,216.36,216.96
335,2,creative,creative,active,,medium,,4.6,4.6,ready,2054,5,1,77,1,ysgpc/Word List5/Word List5-Unit1.mp3,208.65,209.32
336,2,extreme,extreme,active,,medium,,4.6,4.6,ready,2787,6,4,16,1,ysgpc/Word List6/Word List6-Unit4.mp3,47.85,48.44
337,2,mainly,mainly,active,,medium,,4.6,4.6,ready,3204,7,3,39,1,ysgpc/Word List7/Word List7-Unit3.mp3,108.96,109.48
338,2,typical,typical,active,,medium,,4.59,4.59,ready,1039,3,1,51,1,ysgpc/Word List3/Word List3-Unit1.mp3,137.69,138.16
339,2,deserve,deserve,active,,medium,,4.59,4.59,ready,1718,4,3,37,1,ysgpc/Word List4/Word List4-Unit3.mp3,101.63,102.21
340,2,motion,motion,active,,medium,,4.59,4.59,ready,1800,4,4,21,1,ysgpc/Word List4/Word List4-Unit4.mp3,59.83,60.34
341,2,blow,blow,active,,medium,,4.59,4.59,ready,1829,4,4,50,1,ysgpc/Word List4/Word List4-Unit4.mp3,137.03,137.4
342,2,bond,bond,active,,medium,,4.59,4.59,ready,2696,6,3,24,1,ysgpc/Word List6/Word List6-Unit3.mp3,68.25,68.68
343,2,attitude,attitude,active,,medium,,4.58,4.58,ready,98,1,1,98,1,ysgpc/Word List1/Word List1-Unit1.mp3,259.35,259.98
344,2,favor,favor,active,,medium,,4.58,4.58,ready,535,2,1,40,1,ysgpc/Word List2/Word List2-Unit1.mp3,111.7,112.22
345,2,load,load,active,,medium,,4.58,4.58,ready,1550,4,1,67,1,ysgpc/Word List4/Word List4-Unit1.mp3,183.31,183.83
346,2,admit,admit,active,,medium,,4.58,4.58,ready,1793,4,4,14,2,ysgpc/Word List4/Word List4-Unit4.mp3,42.08,42.62
347,2,random,random,active,,medium,,4.58,4.58,ready,2241,5,3,65,1,ysgpc/Word List5/Word List5-Unit3.mp3,176.4,176.88
348,2,heaven,heaven,active,,medium,,4.58,4.58,ready,2494,6,1,21,1,ysgpc/Word List6/Word List6-Unit1.mp3,60.61,61.0
